CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Citrix,WBS000292,4,4,TEAM0075,16/12/2013 8:51,SD0064055,IM0021742
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 9:03,SD0064319,IM0021730
computer,Desktop,WBS000091,5,5,TEAM0086,16/12/2013 9:20,SD0064176,IM0021692
application,Desktop Application,WBS000092,4,4,TEAM0008,16/12/2013 9:22,SD0064272,IM0021668
application,Server Based Application,WBS000249,4,4,TEAM0094,16/12/2013 9:27,SD0064275,IM0021773
application,SAP,WBS000271,3,3,TEAM0015,16/12/2013 9:29,SD0064277,IM0021670
application,Server Based Application,WBS000072,5,5,TEAM0025,16/12/2013 9:30,SD0064278,IM0021669
computer,Banking Device,WBS000146,2,2,TEAM0008,16/12/2013 9:39,SD0064349,IM0021736
application,Server Based Application,WBS000263,4,4,TEAM0015,16/12/2013 9:44,SD0064188,IM0021694
application,Server Based Application,WBS000128,4,4,TEAM0052,16/12/2013 9:50,SD0064403,IM0021746
application,Web Based Application,WBS000318,4,4,TEAM0063,16/12/2013 9:51,SD0064361,IM0021815
application,Server Based Application,WBS000263,5,5,TEAM0016,16/12/2013 9:53,SD0064191,IM0021695
application,Server Based Application,WBS000128,4,4,TEAM0052,16/12/2013 9:54,SD0064364,IM0021816
computer,Laptop,WBS000091,5,5,TEAM0008,16/12/2013 9:56,SD0064450,IM0021779
application,Web Based Application,WBS000073,4,4,TEAM0113,16/12/2013 9:57,SD0064407,IM0021748
application,Server Based Application,WBS000072,5,5,TEAM0035,16/12/2013 9:57,SD0064452,IM0021778
application,Server Based Application,WBS000073,5,5,TEAM0007,16/12/2013 10:03,SD0064409,IM0021751
application,Server Based Application,WBS000263,4,4,TEAM0016,16/12/2013 10:07,SD0064459,IM0021781
computer,Laptop,WBS000091,5,5,TEAM0008,16/12/2013 10:11,SD0064412,IM0021754
application,SAP,WBS000271,4,4,TEAM0038,16/12/2013 10:11,SD0064413,IM0021753
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,16/12/2013 10:12,SD0064463,IM0021783
application,Exchange,WBS000094,5,5,TEAM0087,16/12/2013 10:15,SD0064206,IM0021698
computer,Banking Device,WBS000146,2,2,TEAM0008,16/12/2013 10:22,SD0064529,IM0021819
subapplication,Server Based Application,WBS000076,5,5,TEAM0078,16/12/2013 10:26,SD0064604,IM0021697
application,Server Based Application,WBS000263,4,4,TEAM0015,16/12/2013 10:32,SD0064476,IM0021787
subapplication,Web Based Application,WBS000162,4,4,TEAM0003,16/12/2013 10:33,SD0064535,IM0021821
computer,Banking Device,WBS000146,4,4,TEAM0008,16/12/2013 10:34,SD0064421,IM0021756
subapplication,Web Based Application,WBS000162,4,4,TEAM0003,16/12/2013 10:34,SD0064537,IM0021822
application,Server Based Application,WBS000307,3,3,TEAM0041,16/12/2013 10:35,SD0064479,IM0021792
application,Server Based Application,WBS000072,5,5,TEAM0017,16/12/2013 10:45,SD0064429,IM0021758
application,Web Based Application,WBS000073,5,5,TEAM0007,16/12/2013 10:46,SD0064615,IM0021857
application,Server Based Application,WBS000072,5,5,TEAM0017,16/12/2013 10:51,SD0064489,IM0021791
application,Web Based Application,WBS000152,5,5,TEAM0069,16/12/2013 10:51,SD0064619,IM0021856
application,Server Based Application,WBS000263,4,4,TEAM0016,16/12/2013 10:53,SD0064491,IM0021794
computer,Banking Device,WBS000146,5,5,TEAM0008,16/12/2013 11:04,SD0064499,IM0021798
computer,Banking Device,WBS000146,5,5,TEAM0008,16/12/2013 11:08,SD0064503,IM0021797
subapplication,Server Based Application,WBS000054,4,4,TEAM0001,16/12/2013 11:13,SD0064637,IM0021860
application,Web Based Application,WBS000318,5,5,TEAM0007,16/12/2013 11:16,SD0064639,IM0021863
application,Server Based Application,WBS000296,4,4,TEAM0094,16/12/2013 11:20,SD0064570,IM0021833
application,Server Based Application,WBS000307,3,3,TEAM0041,16/12/2013 11:23,SD0064689,IM0021763
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 11:23,SD0064574,IM0021838
application,Server Based Application,WBS000242,4,4,TEAM0094,16/12/2013 11:25,SD0064578,IM0021837
subapplication,Web Based Application,WBS000066,4,4,TEAM0003,16/12/2013 11:26,SD0064579,IM0021836
application,Server Based Application,WBS000128,4,4,TEAM0052,16/12/2013 11:26,SD0064692,IM0021764
application,SAP,WBS000271,5,5,TEAM0035,16/12/2013 11:28,SD0064515,IM0021801
application,Web Based Application,WBS000073,4,4,TEAM0162,16/12/2013 11:33,SD0064583,IM0021839
application,Server Based Application,WBS000294,3,4,TEAM0132,16/12/2013 11:33,SD0064518,IM0021803
application,Server Based Application,WBS000128,4,4,TEAM0052,16/12/2013 11:34,SD0064656,IM0021866
application,Server Based Application,WBS000165,3,3,TEAM0008,16/12/2013 11:42,SD0064662,IM0021870
application,Server Based Application,WBS000165,3,3,TEAM0008,16/12/2013 11:47,SD0064673,IM0021875
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 11:48,SD0064761,IM0021806
application,SAP,WBS000271,5,5,TEAM0027,16/12/2013 11:51,SD0064765,IM0021805
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 11:56,SD0064682,IM0021878
application,Web Based Application,WBS000088,4,4,TEAM0050,16/12/2013 11:56,SD0064715,IM0021771
application,Web Based Application,WBS000152,5,5,TEAM0069,16/12/2013 12:00,SD0064602,IM0021847
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 12:03,SD0064770,IM0021808
application,Server Based Application,WBS000199,3,3,TEAM0087,16/12/2013 12:03,SD0064832,IM0021849
application,Server Based Application,WBS000073,4,4,TEAM0023,16/12/2013 12:06,SD0064834,IM0021848
application,Server Based Application,WBS000077,3,3,TEAM0097,16/12/2013 12:09,SD0064835,IM0021852
application,Server Based Application,WBS000199,3,3,TEAM0087,16/12/2013 12:11,SD0064837,IM0021850
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,16/12/2013 12:17,SD0064924,IM0021886
application,Web Based Application,WBS000073,4,4,TEAM0023,16/12/2013 12:24,SD0064839,IM0021854
application,Web Based Application,WBS000318,4,4,TEAM0007,16/12/2013 12:27,SD0064926,IM0021884
application,Server Based Application,WBS000048,3,4,TEAM0052,16/12/2013 12:27,SD0064927,IM0021883
application,Desktop Application,WBS000092,4,4,TEAM0008,16/12/2013 12:35,SD0064731,IM0021940
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,16/12/2013 12:38,SD0064788,IM0021901
subapplication,Web Based Application,WBS000162,4,4,TEAM0003,16/12/2013 12:51,SD0064737,IM0021941
computer,Banking Device,WBS000146,4,4,TEAM0051,16/12/2013 12:55,SD0064857,IM0021971
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,16/12/2013 13:01,SD0064860,IM0021973
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 13:03,SD0064862,IM0021975
no type,no subtype,WBS000118,4,4,TEAM0008,16/12/2013 13:06,SD0064952,IM0021889
application,Server Based Application,WBS000264,5,5,TEAM0046,16/12/2013 13:16,SD0064870,IM0021978
subapplication,Web Based Application,WBS000015,4,4,TEAM0113,16/12/2013 13:21,SD0064874,IM0021985
application,Web Based Application,WBS000318,3,3,TEAM0007,16/12/2013 13:23,SD0064747,IM0021943
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 13:23,SD0064748,IM0021944
application,Server Based Application,WBS000223,4,4,TEAM0057,16/12/2013 13:25,SD0064878,IM0021986
application,Server Based Application,WBS000263,4,4,TEAM0016,16/12/2013 13:30,SD0064819,IM0021905
application,Desktop Application,WBS000096,4,4,TEAM0008,16/12/2013 13:30,SD0064751,IM0021945
application,Server Based Application,WBS000223,4,4,TEAM0057,16/12/2013 13:36,SD0064888,IM0021991
application,Web Based Application,WBS000318,4,4,TEAM0045,16/12/2013 13:50,SD0064979,IM0021897
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,16/12/2013 13:50,SD0064982,IM0021895
computer,Desktop,WBS000091,5,5,TEAM0086,16/12/2013 13:53,SD0064901,IM0021994
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 14:03,SD0065005,IM0021955
application,Server Based Application,WBS000265,4,4,TEAM0041,16/12/2013 14:04,SD0064985,IM0022013
application,Server Based Application,WBS000016,3,3,TEAM0051,16/12/2013 14:05,SD0064912,IM0021999
storage,SAN,WBS000128,4,4,TEAM0021,16/12/2013 14:06,SD0064987,IM0022012
application,Server Based Application,WBS000016,3,3,TEAM0051,16/12/2013 14:10,SD0064916,IM0022001
application,Server Based Application,WBS000255,4,4,TEAM0132,16/12/2013 14:17,SD0065081,IM0021913
application,Server Based Application,WBS000139,2,2,TEAM0108,16/12/2013 14:19,SD0065225,IM0022005
subapplication,Web Based Application,WBS000015,4,4,TEAM0113,16/12/2013 14:22,SD0065084,IM0021912
application,Web Based Application,WBS000073,4,4,TEAM0001,16/12/2013 14:25,SD0065230,IM0022046
application,Server Based Application,WBS000263,4,4,TEAM0016,16/12/2013 14:34,SD0065089,IM0021916
application,Desktop Application,WBS000089,5,5,TEAM0086,16/12/2013 14:35,SD0065238,IM0022045
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 14:38,SD0065033,IM0021957
storage,SAN,WBS000128,4,4,TEAM0076,16/12/2013 14:38,SD0065241,IM0022047
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 14:42,SD0065036,IM0021958
application,Server Based Application,WBS000073,4,4,TEAM0023,16/12/2013 14:49,SD0065040,IM0021959
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 14:53,SD0065171,IM0022016
displaydevice,Monitor,WBS000091,4,4,TEAM0086,16/12/2013 14:55,SD0065255,IM0022054
application,Server Based Application,WBS000139,5,5,TEAM0008,16/12/2013 14:57,SD0065175,IM0022018
application,Web Based Application,WBS000153,3,3,TEAM0051,16/12/2013 14:58,SD0065102,IM0021920
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 14:59,SD0065177,IM0022017
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 14:59,SD0065104,IM0021921
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 15:01,SD0065178,IM0022020
application,Web Based Application,WBS000073,5,5,TEAM0007,16/12/2013 15:01,SD0065045,IM0021963
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 15:04,SD0065180,IM0022021
computer,Banking Device,WBS000146,4,4,TEAM0008,16/12/2013 15:11,SD0065110,IM0021923
computer,Banking Device,WBS000146,4,4,TEAM0008,16/12/2013 15:12,SD0065111,IM0021924
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 15:12,SD0065051,IM0021964
application,Server Based Application,WBS000072,5,5,TEAM0035,16/12/2013 15:15,SD0065263,IM0022056
storage,SAN,WBS000128,5,5,TEAM0008,16/12/2013 15:18,SD0065055,IM0021965
application,Desktop Application,WBS000094,5,5,TEAM0008,16/12/2013 15:35,SD0065296,IM0022086
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,16/12/2013 15:35,SD0065297,IM0022085
application,Server Based Application,WBS000072,5,5,TEAM0017,16/12/2013 15:37,SD0065196,IM0022025
computer,Banking Device,WBS000146,3,3,TEAM0008,16/12/2013 15:37,SD0065274,IM0022061
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 15:39,SD0065127,IM0021930
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 15:48,SD0065135,IM0021934
application,Web Based Application,WBS000088,4,4,TEAM0003,16/12/2013 15:49,SD0065203,IM0022028
application,Server Based Application,WBS000219,5,5,TEAM0044,16/12/2013 15:54,SD0065142,IM0021936
application,Web Based Application,WBS000073,4,5,TEAM0031,16/12/2013 15:56,SD0065302,IM0022090
storage,SAN,WBS000128,4,4,TEAM0021,16/12/2013 16:17,SD0065436,IM0022030
computer,Banking Device,WBS000146,4,4,TEAM0008,16/12/2013 16:44,SD0065321,IM0022096
application,Desktop Application,WBS000089,4,4,TEAM0008,16/12/2013 16:49,SD0065386,IM0022129
application,Desktop Application,WBS000092,5,5,TEAM0008,16/12/2013 16:56,SD0065389,IM0022130
application,Desktop Application,WBS000092,3,3,TEAM0075,16/12/2013 17:18,SD0065392,IM0022131
application,Web Based Application,WBS000073,4,4,TEAM0045,16/12/2013 17:23,SD0065292,IM0022067
application,Server Based Application,WBS000072,5,5,TEAM0035,17/12/2013 8:17,SD0065407,IM0022137
computer,Desktop,WBS000091,5,5,TEAM0086,17/12/2013 8:18,SD0065474,IM0022043
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 8:20,SD0065340,IM0022099
computer,Desktop,WBS000091,5,5,TEAM0086,17/12/2013 8:26,SD0065531,IM0022078
storage,Controller,WBS000182,3,3,TEAM0066,17/12/2013 8:43,SD0065352,IM0022102
application,Server Based Application,WBS000073,4,4,TEAM0031,17/12/2013 8:49,SD0065546,IM0022079
application,Web Based Application,WBS000073,5,5,TEAM0007,17/12/2013 8:50,SD0065547,IM0022081
application,Server Based Application,WBS000263,5,5,TEAM0015,17/12/2013 8:51,SD0065423,IM0022145
computer,Desktop,WBS000091,5,5,TEAM0086,17/12/2013 8:52,SD0065549,IM0022082
application,Server Based Application,WBS000128,4,4,TEAM0052,17/12/2013 8:58,SD0065428,IM0022148
subapplication,Web Based Application,WBS000073,5,5,TEAM0031,17/12/2013 9:00,SD0065429,IM0022151
application,Web Based Application,WBS000073,5,5,TEAM0023,17/12/2013 9:04,SD0065486,IM0022160
application,Web Based Application,WBS000318,4,4,TEAM0040,17/12/2013 9:04,SD0065590,IM0022105
application,Server Based Application,WBS000077,3,3,TEAM0097,17/12/2013 9:04,SD0065592,IM0022108
subapplication,Server Based Application,WBS000125,3,3,TEAM0010,17/12/2013 9:08,SD0065666,IM0022150
application,Desktop Application,WBS000234,5,4,TEAM0101,17/12/2013 9:09,SD0065594,IM0022106
application,Web Based Application,WBS000055,4,4,TEAM0003,17/12/2013 9:11,SD0065566,IM0022083
application,Server Based Application,WBS000072,5,5,TEAM0017,17/12/2013 9:20,SD0065498,IM0022162
application,Web Based Application,WBS000088,4,4,TEAM0171,17/12/2013 9:28,SD0065504,IM0022166
application,Server Based Application,WBS000073,4,4,TEAM0031,17/12/2013 9:30,SD0065681,IM0022156
application,Server Based Application,WBS000073,4,4,TEAM0031,17/12/2013 9:32,SD0065581,IM0022197
application,Client Based Application,WBS000073,4,4,TEAM0040,17/12/2013 9:32,SD0065580,IM0022195
application,Desktop Application,WBS000089,4,4,TEAM0008,17/12/2013 9:34,SD0065685,IM0022157
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 9:41,SD0065611,IM0022111
computer,Laptop,WBS000091,5,5,TEAM0008,17/12/2013 9:47,SD0065750,IM0022168
application,Server Based Application,WBS000263,4,4,TEAM0035,17/12/2013 9:56,SD0065619,IM0022113
application,Server Based Application,WBS000296,4,4,TEAM0093,17/12/2013 10:06,SD0065836,IM0022202
subapplication,Web Based Application,WBS000125,4,4,TEAM0023,17/12/2013 10:09,SD0065628,IM0022120
application,Desktop Application,WBS000111,5,5,TEAM0092,17/12/2013 10:10,SD0065630,IM0022116
application,Server Based Application,WBS000072,5,5,TEAM0035,17/12/2013 10:14,SD0065634,IM0022117
computer,Banking Device,WBS000146,4,4,TEAM0008,17/12/2013 10:14,SD0065635,IM0022118
computer,Laptop,WBS000091,4,4,TEAM0132,17/12/2013 10:20,SD0065845,IM0022204
application,Server Based Application,WBS000073,4,4,TEAM0008,17/12/2013 10:21,SD0065704,IM0022241
application,Web Based Application,WBS000055,4,4,TEAM0003,17/12/2013 10:47,SD0065779,IM0022176
application,Client Based Application,WBS000073,4,4,TEAM0031,17/12/2013 10:54,SD0065724,IM0022246
application,Server Based Application,WBS000152,5,5,TEAM0069,17/12/2013 10:59,SD0065875,IM0022212
application,Server Based Application,WBS000099,4,4,TEAM0087,17/12/2013 11:07,SD0065789,IM0022179
application,Server Based Application,WBS000073,5,5,TEAM0023,17/12/2013 11:08,SD0065882,IM0022215
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,17/12/2013 11:08,SD0065883,IM0022216
application,Server Based Application,WBS000223,4,4,TEAM0057,17/12/2013 11:13,SD0065739,IM0022250
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 11:15,SD0065793,IM0022180
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 11:15,SD0065916,IM0022287
application,Web Based Application,WBS000073,4,4,TEAM0031,17/12/2013 11:17,SD0065919,IM0022289
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,17/12/2013 11:18,SD0065888,IM0022217
application,Server Based Application,WBS000223,4,4,TEAM0057,17/12/2013 11:19,SD0065920,IM0022288
application,Server Based Application,WBS000219,5,5,TEAM0008,17/12/2013 11:24,SD0065985,IM0022255
application,Server Based Application,WBS000223,3,3,TEAM0057,17/12/2013 11:27,SD0065799,IM0022184
application,Server Based Application,WBS000255,4,4,TEAM0138,17/12/2013 11:36,SD0065994,IM0022254
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 11:41,SD0065998,IM0022256
application,Server Based Application,WBS000072,5,5,TEAM0053,17/12/2013 11:42,SD0066060,IM0022224
application,Server Based Application,WBS000072,5,5,TEAM0035,17/12/2013 11:46,SD0065937,IM0022292
application,Server Based Application,WBS000073,4,4,TEAM0007,17/12/2013 11:50,SD0065808,IM0022189
application,Server Based Application,WBS000072,5,5,TEAM0017,17/12/2013 12:00,SD0065943,IM0022294
application,Citrix,WBS000292,4,4,TEAM0043,17/12/2013 12:04,SD0066075,IM0022232
application,Server Based Application,WBS000223,3,3,TEAM0057,17/12/2013 12:10,SD0066081,IM0022228
application,Server Based Application,WBS000263,4,4,TEAM0015,17/12/2013 12:18,SD0065953,IM0022299
application,SAP,WBS000271,5,5,TEAM0015,17/12/2013 12:21,SD0065817,IM0022191
application,Server Based Application,WBS000072,5,5,TEAM0053,17/12/2013 12:21,SD0065955,IM0022298
application,Server Based Application,WBS000073,5,5,TEAM0007,17/12/2013 12:22,SD0066087,IM0022234
application,Web Based Application,WBS000318,5,5,TEAM0007,17/12/2013 12:31,SD0066093,IM0022233
computer,Desktop,WBS000091,4,4,TEAM0134,17/12/2013 13:11,SD0066148,IM0022320
application,Server Based Application,WBS000263,4,4,TEAM0015,17/12/2013 13:18,SD0066214,IM0022308
application,Web Based Application,WBS000152,5,5,TEAM0069,17/12/2013 13:19,SD0066153,IM0022323
storage,Controller,WBS000182,3,3,TEAM0066,17/12/2013 13:23,SD0066051,IM0022268
hardware,DataCenterEquipment,WBS000267,4,4,TEAM0134,17/12/2013 13:25,SD0066114,IM0022358
application,Server Based Application,WBS000296,4,4,TEAM0093,17/12/2013 13:26,SD0066158,IM0022322
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,17/12/2013 13:35,SD0066221,IM0022313
application,Desktop Application,WBS000094,5,5,TEAM0044,17/12/2013 13:35,SD0066288,IM0022269
application,Web Based Application,WBS000073,5,5,TEAM0007,17/12/2013 13:36,SD0066222,IM0022314
application,Web Based Application,WBS000152,5,5,TEAM0069,17/12/2013 13:37,SD0066166,IM0022327
application,Desktop Application,WBS000110,3,3,TEAM0092,17/12/2013 13:43,SD0066170,IM0022328
application,Server Based Application,WBS000072,5,5,TEAM0053,17/12/2013 13:47,SD0066229,IM0022382
computer,Desktop,WBS000091,5,5,TEAM0086,17/12/2013 13:58,SD0066233,IM0022383
computer,Laptop,WBS000091,5,5,TEAM0086,17/12/2013 14:03,SD0066235,IM0022384
application,Server Based Application,WBS000223,4,4,TEAM0057,17/12/2013 14:11,SD0066317,IM0022274
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,17/12/2013 14:12,SD0066243,IM0022388
application,Server Based Application,WBS000067,3,3,TEAM0004,17/12/2013 14:14,SD0066367,IM0022361
application,Server Based Application,WBS000152,5,5,TEAM0048,17/12/2013 14:16,SD0066188,IM0022339
application,Server Based Application,WBS000263,4,4,TEAM0016,17/12/2013 14:23,SD0066325,IM0022276
application,Server Based Application,WBS000223,4,4,TEAM0057,17/12/2013 14:28,SD0066199,IM0022340
computer,Banking Device,WBS000146,2,2,TEAM0008,17/12/2013 14:31,SD0066333,IM0022418
application,Server Based Application,WBS000223,4,4,TEAM0057,17/12/2013 14:34,SD0066255,IM0022390
